"DISTRITO","TRIMESTRE","TIPO","VALOR"
"Sul","2014 Q2","PERCENTUAL_FALTAS_ODONTO",16.007493755204
"Centro","2014 Q3","PERCENTUAL_FALTAS_ODONTO",17.0485175202156
"Continente","2014 Q3","PERCENTUAL_FALTAS_ODONTO",11.7360264670033
"Norte","2014 Q3","PERCENTUAL_FALTAS_ODONTO",15.2888182299947
"Sul","2014 Q3","PERCENTUAL_FALTAS_ODONTO",14.0633896375024
"Centro","2014 Q4","PERCENTUAL_FALTAS_ODONTO",16.7500543832935
"Continente","2014 Q4","PERCENTUAL_FALTAS_ODONTO",14.2202710440924
"Norte","2014 Q4","PERCENTUAL_FALTAS_ODONTO",17.6704169424222
"Sul","2014 Q4","PERCENTUAL_FALTAS_ODONTO",15.5238500851789
"Centro","2015 Q1","PERCENTUAL_FALTAS_ODONTO",13.2323733862959
"Continente","2015 Q1","PERCENTUAL_FALTAS_ODONTO",12.3978519729162
"Norte","2015 Q1","PERCENTUAL_FALTAS_ODONTO",17.3741007194245
"Sul","2015 Q1","PERCENTUAL_FALTAS_ODONTO",12.6917367639782
"Centro","2015 Q2","PERCENTUAL_FALTAS_ODONTO",13.9893617021277
"Continente","2015 Q2","PERCENTUAL_FALTAS_ODONTO",13.3272478320402
"Norte","2015 Q2","PERCENTUAL_FALTAS_ODONTO",17.7702320316921
"Sul","2015 Q2","PERCENTUAL_FALTAS_ODONTO",13.4154387508247
"Centro","2015 Q3","PERCENTUAL_FALTAS_ODONTO",15.4653196036526
"Continente","2015 Q3","PERCENTUAL_FALTAS_ODONTO",12.8432394855753
"Norte","2015 Q3","PERCENTUAL_FALTAS_ODONTO",17.3484953543198
"Sul","2015 Q3","PERCENTUAL_FALTAS_ODONTO",13.0742049469965
"Centro","2015 Q4","PERCENTUAL_FALTAS_ODONTO",15.9707478178816
"Continente","2015 Q4","PERCENTUAL_FALTAS_ODONTO",15.752401280683
"Norte","2015 Q4","PERCENTUAL_FALTAS_ODONTO",19.1648644152387
"Sul","2015 Q4","PERCENTUAL_FALTAS_ODONTO",12.7699530516432
"Centro","2016 Q1","PERCENTUAL_FALTAS_ODONTO",14.822266934943
"Continente","2016 Q1","PERCENTUAL_FALTAS_ODONTO",12.4775583482944
"Norte","2016 Q1","PERCENTUAL_FALTAS_ODONTO",16.8730325288562
"Sul","2016 Q1","PERCENTUAL_FALTAS_ODONTO",11.8652464701511
"Centro","2016 Q2","PERCENTUAL_FALTAS_ODONTO",15.0150753768844
"Continente","2016 Q2","PERCENTUAL_FALTAS_ODONTO",13.941282597999
"Norte","2016 Q2","PERCENTUAL_FALTAS_ODONTO",14.3006418868488
"Sul","2016 Q2","PERCENTUAL_FALTAS_ODONTO",12.3260036312286
"Centro","2016 Q3","PERCENTUAL_FALTAS_ODONTO",12.9751918615028
"Continente","2016 Q3","PERCENTUAL_FALTAS_ODONTO",13.2278811055102
"Norte","2016 Q3","PERCENTUAL_FALTAS_ODONTO",14.6825396825397
"Sul","2016 Q3","PERCENTUAL_FALTAS_ODONTO",13.3688004118757
"Centro","2016 Q4","PERCENTUAL_FALTAS_ODONTO",15.9899011150852
"Continente","2016 Q4","PERCENTUAL_FALTAS_ODONTO",14.1017903842285
"Norte","2016 Q4","PERCENTUAL_FALTAS_ODONTO",17.0618556701031
"Sul","2016 Q4","PERCENTUAL_FALTAS_ODONTO",14.079822616408
"Centro","2017 Q1","PERCENTUAL_FALTAS_ODONTO",13.0940170940171
"Continente","2017 Q1","PERCENTUAL_FALTAS_ODONTO",10.121906169191
"Norte","2017 Q1","PERCENTUAL_FALTAS_ODONTO",14.968152866242
"Sul","2017 Q1","PERCENTUAL_FALTAS_ODONTO",10.3256552819698
"Centro","2017 Q2","PERCENTUAL_FALTAS_ODONTO",13.2050048123195
"Continente","2017 Q2","PERCENTUAL_FALTAS_ODONTO",13.486529318542
"Norte","2017 Q2","PERCENTUAL_FALTAS_ODONTO",14.0241305890703
"Sul","2017 Q2","PERCENTUAL_FALTAS_ODONTO",13.6278391331527
"Centro","2017 Q3","PERCENTUAL_FALTAS_ODONTO",14.0734265734266
"Continente","2017 Q3","PERCENTUAL_FALTAS_ODONTO",13.3089133089133
"Norte","2017 Q3","PERCENTUAL_FALTAS_ODONTO",13.1374243733794
"Sul","2017 Q3","PERCENTUAL_FALTAS_ODONTO",11.244635193133
"Centro","2017 Q4","PERCENTUAL_FALTAS_ODONTO",12.6868953386104
"Continente","2017 Q4","PERCENTUAL_FALTAS_ODONTO",13.9008419083255
"Norte","2017 Q4","PERCENTUAL_FALTAS_ODONTO",14.3862068965517
"Sul","2017 Q4","PERCENTUAL_FALTAS_ODONTO",11.5967113803548
"Centro","2018 Q1","PERCENTUAL_FALTAS_ODONTO",11.9016249451032
"Continente","2018 Q1","PERCENTUAL_FALTAS_ODONTO",10.978835978836
"Norte","2018 Q1","PERCENTUAL_FALTAS_ODONTO",13.6779505946935
"Sul","2018 Q1","PERCENTUAL_FALTAS_ODONTO",11.2574341546304
"Centro","2013 Q1","PERCENTUAL_FALTAS_ENF",6.23544028575866
"Continente","2013 Q1","PERCENTUAL_FALTAS_ENF",8.39181723159624
"Norte","2013 Q1","PERCENTUAL_FALTAS_ENF",8.09548521017125
"Sul","2013 Q1","PERCENTUAL_FALTAS_ENF",4.68995128395673
"Centro","2013 Q2","PERCENTUAL_FALTAS_ENF",5.38722873188657
"Continente","2013 Q2","PERCENTUAL_FALTAS_ENF",7.49554594044286
"Norte","2013 Q2","PERCENTUAL_FALTAS_ENF",7.73115220483642
"Sul","2013 Q2","PERCENTUAL_FALTAS_ENF",5.08320726172466
"Centro","2013 Q3","PERCENTUAL_FALTAS_ENF",4.46881338742394
"Continente","2013 Q3","PERCENTUAL_FALTAS_ENF",8.73434751112491
"Norte","2013 Q3","PERCENTUAL_FALTAS_ENF",7.4517452417782
"Sul","2013 Q3","PERCENTUAL_FALTAS_ENF",4.66435103140285
"Centro","2013 Q4","PERCENTUAL_FALTAS_ENF",5.02540054708871
"Continente","2013 Q4","PERCENTUAL_FALTAS_ENF",8.39449541284404
"Norte","2013 Q4","PERCENTUAL_FALTAS_ENF",8.6380392547574
"Sul","2013 Q4","PERCENTUAL_FALTAS_ENF",5.11496949788831
"Centro","2014 Q1","PERCENTUAL_FALTAS_ENF",4.46609311740891
"Continente","2014 Q1","PERCENTUAL_FALTAS_ENF",7.8134248845744
"Norte","2014 Q1","PERCENTUAL_FALTAS_ENF",6.95361470956958
"Sul","2014 Q1","PERCENTUAL_FALTAS_ENF",5.03837677635079
"Centro","2014 Q2","PERCENTUAL_FALTAS_ENF",4.52248921749846
"Continente","2014 Q2","PERCENTUAL_FALTAS_ENF",8.27564831077591
"Norte","2014 Q2","PERCENTUAL_FALTAS_ENF",9.03093721565059
"Sul","2014 Q2","PERCENTUAL_FALTAS_ENF",6.19868333456617
"Centro","2014 Q3","PERCENTUAL_FALTAS_ENF",4.55887362325423
"Continente","2014 Q3","PERCENTUAL_FALTAS_ENF",8.78563885955649
"Norte","2014 Q3","PERCENTUAL_FALTAS_ENF",8.43119951123481
"Sul","2014 Q3","PERCENTUAL_FALTAS_ENF",4.84958506224066
"Centro","2014 Q4","PERCENTUAL_FALTAS_ENF",4.95327713520225
"Continente","2014 Q4","PERCENTUAL_FALTAS_ENF",8.91210134459384
"Norte","2014 Q4","PERCENTUAL_FALTAS_ENF",9.50946040644709
"Sul","2014 Q4","PERCENTUAL_FALTAS_ENF",5.55013143071724
"Centro","2015 Q1","PERCENTUAL_FALTAS_ENF",5.11643835616438
"Continente","2015 Q1","PERCENTUAL_FALTAS_ENF",8.77553225980763
"Norte","2015 Q1","PERCENTUAL_FALTAS_ENF",10.6691827551169
"Sul","2015 Q1","PERCENTUAL_FALTAS_ENF",5.76820366743813
"Centro","2015 Q2","PERCENTUAL_FALTAS_ENF",4.989816700611
"Continente","2015 Q2","PERCENTUAL_FALTAS_ENF",8.46179075106592
"Norte","2015 Q2","PERCENTUAL_FALTAS_ENF",10.6038583509514
"Sul","2015 Q2","PERCENTUAL_FALTAS_ENF",5.3873377900118
"Centro","2015 Q3","PERCENTUAL_FALTAS_ENF",5.80288777072851
"Continente","2015 Q3","PERCENTUAL_FALTAS_ENF",8.59921240858314
"Norte","2015 Q3","PERCENTUAL_FALTAS_ENF",10.3345007867621
"Sul","2015 Q3","PERCENTUAL_FALTAS_ENF",7.1102635701151
"Centro","2015 Q4","PERCENTUAL_FALTAS_ENF",6.08163265306122
"Continente","2015 Q4","PERCENTUAL_FALTAS_ENF",7.94529742428056
"Norte","2015 Q4","PERCENTUAL_FALTAS_ENF",10.1895870324761
"Sul","2015 Q4","PERCENTUAL_FALTAS_ENF",8.23236514522821
"Centro","2016 Q1","PERCENTUAL_FALTAS_ENF",4.70727298011403
"Continente","2016 Q1","PERCENTUAL_FALTAS_ENF",6.08235399659101
"Norte","2016 Q1","PERCENTUAL_FALTAS_ENF",7.79063851437293
"Sul","2016 Q1","PERCENTUAL_FALTAS_ENF",5.45956537228358
"Centro","2016 Q2","PERCENTUAL_FALTAS_ENF",4.7040971168437
"Continente","2016 Q2","PERCENTUAL_FALTAS_ENF",6.26801635717638
"Norte","2016 Q2","PERCENTUAL_FALTAS_ENF",9.09305732785103
"Sul","2016 Q2","PERCENTUAL_FALTAS_ENF",5.88161367349504
"Centro","2016 Q3","PERCENTUAL_FALTAS_ENF",4.76696099251146
"Continente","2016 Q3","PERCENTUAL_FALTAS_ENF",5.73453137555702
"Norte","2016 Q3","PERCENTUAL_FALTAS_ENF",8.54018483572846
"Sul","2016 Q3","PERCENTUAL_FALTAS_ENF",5.71621166161106
"Centro","2016 Q4","PERCENTUAL_FALTAS_ENF",4.87665673156193
"Continente","2016 Q4","PERCENTUAL_FALTAS_ENF",5.63998120006267
"Norte","2016 Q4","PERCENTUAL_FALTAS_ENF",8.94986202946842
"Sul","2016 Q4","PERCENTUAL_FALTAS_ENF",6.69897377423033
"Centro","2017 Q1","PERCENTUAL_FALTAS_ENF",4.12857008200584
"Continente","2017 Q1","PERCENTUAL_FALTAS_ENF",4.30723266525582
"Norte","2017 Q1","PERCENTUAL_FALTAS_ENF",8.22555205047319
"Sul","2017 Q1","PERCENTUAL_FALTAS_ENF",4.71149371800838
"Centro","2017 Q2","PERCENTUAL_FALTAS_ENF",5.45252637423654
"Continente","2017 Q2","PERCENTUAL_FALTAS_ENF",5.41442610791767
"Norte","2017 Q2","PERCENTUAL_FALTAS_ENF",8.54798267608844
"Sul","2017 Q2","PERCENTUAL_FALTAS_ENF",7.30626818302036
"Centro","2017 Q3","PERCENTUAL_FALTAS_ENF",4.86356422464547
"Continente","2017 Q3","PERCENTUAL_FALTAS_ENF",5.76423186898882
"Norte","2017 Q3","PERCENTUAL_FALTAS_ENF",8.1718763454749
"Sul","2017 Q3","PERCENTUAL_FALTAS_ENF",7.65699840340607
"Centro","2017 Q4","PERCENTUAL_FALTAS_ENF",4.95416848537756
"Continente","2017 Q4","PERCENTUAL_FALTAS_ENF",5.80592471601455
"Norte","2017 Q4","PERCENTUAL_FALTAS_ENF",7.70367545406874
"Sul","2017 Q4","PERCENTUAL_FALTAS_ENF",6.41291469194313
"Centro","2018 Q1","PERCENTUAL_FALTAS_ENF",4.37435869741319
"Continente","2018 Q1","PERCENTUAL_FALTAS_ENF",5.09850905218317
"Norte","2018 Q1","PERCENTUAL_FALTAS_ENF",6.23481410168248
"Sul","2018 Q1","PERCENTUAL_FALTAS_ENF",7.06192148100862
"Centro","2013 Q1","PERCENTUAL_FALTAS_MED",9.06797341225559
"Continente","2013 Q1","PERCENTUAL_FALTAS_MED",7.25418112152436
"Norte","2013 Q1","PERCENTUAL_FALTAS_MED",5.3143428630548
"Sul","2013 Q1","PERCENTUAL_FALTAS_MED",7.66470503803646
"Centro","2013 Q2","PERCENTUAL_FALTAS_MED",8.44537441011486
"Continente","2013 Q2","PERCENTUAL_FALTAS_MED",7.2163837240636
"Norte","2013 Q2","PERCENTUAL_FALTAS_MED",6.62885948330183
"Sul","2013 Q2","PERCENTUAL_FALTAS_MED",7.07610146862483
"Centro","2013 Q3","PERCENTUAL_FALTAS_MED",7.31157112526539
"Continente","2013 Q3","PERCENTUAL_FALTAS_MED",8.33882162216931
"Norte","2013 Q3","PERCENTUAL_FALTAS_MED",6.63625708764928
"Sul","2013 Q3","PERCENTUAL_FALTAS_MED",6.66641935005194
"Centro","2013 Q4","PERCENTUAL_FALTAS_MED",7.23404255319149
"Continente","2013 Q4","PERCENTUAL_FALTAS_MED",7.61812921890068
"Norte","2013 Q4","PERCENTUAL_FALTAS_MED",7.88575990709827
"Sul","2013 Q4","PERCENTUAL_FALTAS_MED",7.99301778030364
"Centro","2014 Q1","PERCENTUAL_FALTAS_MED",6.34900082006129
"Continente","2014 Q1","PERCENTUAL_FALTAS_MED",6.56835765096838
"Norte","2014 Q1","PERCENTUAL_FALTAS_MED",7.87272229489246
"Sul","2014 Q1","PERCENTUAL_FALTAS_MED",6.15317158725519
"Centro","2014 Q2","PERCENTUAL_FALTAS_MED",7.81450715080928
"Continente","2014 Q2","PERCENTUAL_FALTAS_MED",9.31807190069321
"Norte","2014 Q2","PERCENTUAL_FALTAS_MED",8.09719279661017
"Sul","2014 Q2","PERCENTUAL_FALTAS_MED",7.1448813319164
"Centro","2014 Q3","PERCENTUAL_FALTAS_MED",6.97171313114821
"Continente","2014 Q3","PERCENTUAL_FALTAS_MED",7.56923355844627
"Norte","2014 Q3","PERCENTUAL_FALTAS_MED",6.41065875438647
"Sul","2014 Q3","PERCENTUAL_FALTAS_MED",6.27653507382295
"Centro","2014 Q4","PERCENTUAL_FALTAS_MED",7.11356179365658
"Continente","2014 Q4","PERCENTUAL_FALTAS_MED",6.64091153601643
"Norte","2014 Q4","PERCENTUAL_FALTAS_MED",6.00206079340546
"Sul","2014 Q4","PERCENTUAL_FALTAS_MED",6.00104042806183
"Centro","2015 Q1","PERCENTUAL_FALTAS_MED",6.79420130287182
"Continente","2015 Q1","PERCENTUAL_FALTAS_MED",5.38737814263725
"Norte","2015 Q1","PERCENTUAL_FALTAS_MED",5.99719785575049
"Sul","2015 Q1","PERCENTUAL_FALTAS_MED",5.22537366129222
"Centro","2015 Q2","PERCENTUAL_FALTAS_MED",6.53905200537325
"Continente","2015 Q2","PERCENTUAL_FALTAS_MED",6.44170351407959
"Norte","2015 Q2","PERCENTUAL_FALTAS_MED",5.94841658504734
"Sul","2015 Q2","PERCENTUAL_FALTAS_MED",5.63210337848357
"Centro","2015 Q3","PERCENTUAL_FALTAS_MED",6.94566421016457
"Continente","2015 Q3","PERCENTUAL_FALTAS_MED",6.60205935796487
"Norte","2015 Q3","PERCENTUAL_FALTAS_MED",6.18953926873258
"Sul","2015 Q3","PERCENTUAL_FALTAS_MED",5.97617605491621
"Centro","2015 Q4","PERCENTUAL_FALTAS_MED",6.84950013509862
"Continente","2015 Q4","PERCENTUAL_FALTAS_MED",6.75709102902375
"Norte","2015 Q4","PERCENTUAL_FALTAS_MED",5.83503616489897
"Sul","2015 Q4","PERCENTUAL_FALTAS_MED",5.68429391958804
"Centro","2016 Q1","PERCENTUAL_FALTAS_MED",5.45080418258934
"Continente","2016 Q1","PERCENTUAL_FALTAS_MED",5.60023456479853
"Norte","2016 Q1","PERCENTUAL_FALTAS_MED",5.14323477861104
"Sul","2016 Q1","PERCENTUAL_FALTAS_MED",4.83642569260375
"Centro","2016 Q2","PERCENTUAL_FALTAS_MED",6.1310381436263
"Continente","2016 Q2","PERCENTUAL_FALTAS_MED",4.67148014440433
"Norte","2016 Q2","PERCENTUAL_FALTAS_MED",5.4776201589008
"Sul","2016 Q2","PERCENTUAL_FALTAS_MED",4.495989055407
"Centro","2016 Q3","PERCENTUAL_FALTAS_MED",6.13166382090685
"Continente","2016 Q3","PERCENTUAL_FALTAS_MED",4.08044640781214
"Norte","2016 Q3","PERCENTUAL_FALTAS_MED",5.82166543846721
"Sul","2016 Q3","PERCENTUAL_FALTAS_MED",4.89998290306035
"Centro","2016 Q4","PERCENTUAL_FALTAS_MED",5.43838316071953
"Continente","2016 Q4","PERCENTUAL_FALTAS_MED",3.54128810821724
"Norte","2016 Q4","PERCENTUAL_FALTAS_MED",5.45275766514705
"Sul","2016 Q4","PERCENTUAL_FALTAS_MED",5.08668693969433
"Centro","2017 Q1","PERCENTUAL_FALTAS_MED",3.66371884690479
"Continente","2017 Q1","PERCENTUAL_FALTAS_MED",2.80528997538215
"Norte","2017 Q1","PERCENTUAL_FALTAS_MED",3.68624263361105
"Sul","2017 Q1","PERCENTUAL_FALTAS_MED",3.31923202082655
"Centro","2017 Q2","PERCENTUAL_FALTAS_MED",5.56219143175665
"Continente","2017 Q2","PERCENTUAL_FALTAS_MED",3.34545157469058
"Norte","2017 Q2","PERCENTUAL_FALTAS_MED",4.4883590687255
"Sul","2017 Q2","PERCENTUAL_FALTAS_MED",5.72045529407459
"Centro","2017 Q3","PERCENTUAL_FALTAS_MED",5.09054465026265
"Continente","2017 Q3","PERCENTUAL_FALTAS_MED",2.96677354568197
"Norte","2017 Q3","PERCENTUAL_FALTAS_MED",4.46552691266493
"Sul","2017 Q3","PERCENTUAL_FALTAS_MED",6.0004102844639
"Centro","2017 Q4","PERCENTUAL_FALTAS_MED",5.30806013278751
"Continente","2017 Q4","PERCENTUAL_FALTAS_MED",2.96775115174458
"Norte","2017 Q4","PERCENTUAL_FALTAS_MED",4.25581455514449
"Sul","2017 Q4","PERCENTUAL_FALTAS_MED",5.86749017405952
"Centro","2018 Q1","PERCENTUAL_FALTAS_MED",4.48759369346084
"Continente","2018 Q1","PERCENTUAL_FALTAS_MED",2.75723861516136
"Norte","2018 Q1","PERCENTUAL_FALTAS_MED",3.46944016435542
"Sul","2018 Q1","PERCENTUAL_FALTAS_MED",5.70421293848052
