UNIDADE,DISTRITO,AREA,INDICADOR,BIENIO,VALOR,X,Y,DESCRICAO
CS BARRA DA LAGOA,Norte,440,PRENATAL_TODOS_TRIM,2015/2016,60,-48.433335,-27.578852,"Coordenador: Elizabete Amódio Estorílio<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Altamiro Barcelos Dutra, 659.<br>T: (48) 3232-3302 / 3226-7281"
CS CAMPECHE,Sul,281,PRENATAL_TODOS_TRIM,2015/2016,84,-48.493652,-27.68121,"Coordenador: Nilza Alves Bernardes <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Pequeno Príncipe, 1714.<br>T: (48) 3237-4524/ 3237-4074"
CS CAMPECHE,Sul,280,PRENATAL_TODOS_TRIM,2015/2016,65,-48.493652,-27.68121,"Coordenador: Nilza Alves Bernardes <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Pequeno Príncipe, 1714.<br>T: (48) 3237-4524/ 3237-4074"
CS CAMPECHE,Sul,281,PRENATAL_TODOS_TRIM,2013/2014,48,-48.493652,-27.68121,"Coordenador: Nilza Alves Bernardes <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Pequeno Príncipe, 1714.<br>T: (48) 3237-4524/ 3237-4074"
CS CAMPECHE,Sul,280,PRENATAL_TODOS_TRIM,2013/2014,65,-48.493652,-27.68121,"Coordenador: Nilza Alves Bernardes <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Pequeno Príncipe, 1714.<br>T: (48) 3237-4524/ 3237-4074"
CS CANASVIEIRAS,Norte,384,PRENATAL_TODOS_TRIM,2015/2016,53,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,384,PRENATAL_TODOS_TRIM,2013/2014,61,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,380,PRENATAL_TODOS_TRIM,2013/2014,50,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,380,PRENATAL_TODOS_TRIM,2015/2016,51,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,383,PRENATAL_TODOS_TRIM,2013/2014,65,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,383,PRENATAL_TODOS_TRIM,2015/2016,66,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,382,PRENATAL_TODOS_TRIM,2013/2014,58,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,382,PRENATAL_TODOS_TRIM,2015/2016,56,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,381,PRENATAL_TODOS_TRIM,2013/2014,46,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANASVIEIRAS,Norte,381,PRENATAL_TODOS_TRIM,2015/2016,46,-48.456506,-27.451944,"Coordenador: Bruno de Lima Bertuol<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.<br>T: (48) 3269-6902 / 3284-3051"
CS CANTO DA LAGOA,Sul,450,PRENATAL_TODOS_TRIM,2015/2016,61,-48.484203,-27.616076,"Coordenador: Luis Hass de Souza Neto<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua Laurindo Januário da Silveira, 2507.<br>T: (48) 3232-6121"
CS CANTO DA LAGOA,Sul,450,PRENATAL_TODOS_TRIM,2013/2014,44,-48.484203,-27.616076,"Coordenador: Luis Hass de Souza Neto<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua Laurindo Januário da Silveira, 2507.<br>T: (48) 3232-6121"
CS CAPOEIRAS,Continente,62,PRENATAL_TODOS_TRIM,2013/2014,47,-48.59721,-27.597039,"Coordenador: Arlete Ema Simão Kasper<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Irmã Bonavita, 286.<br>T: (48) 3248-1621 / 3248-1740"
CS CAPOEIRAS,Continente,61,PRENATAL_TODOS_TRIM,2013/2014,59,-48.59721,-27.597039,"Coordenador: Arlete Ema Simão Kasper<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Irmã Bonavita, 286.<br>T: (48) 3248-1621 / 3248-1740"
CS CAPOEIRAS,Continente,62,PRENATAL_TODOS_TRIM,2015/2016,58,-48.59721,-27.597039,"Coordenador: Arlete Ema Simão Kasper<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Irmã Bonavita, 286.<br>T: (48) 3248-1621 / 3248-1740"
CS CAPOEIRAS,Continente,61,PRENATAL_TODOS_TRIM,2015/2016,71,-48.59721,-27.597039,"Coordenador: Arlete Ema Simão Kasper<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Irmã Bonavita, 286.<br>T: (48) 3248-1621 / 3248-1740"
CS CAPOEIRAS,Continente,60,PRENATAL_TODOS_TRIM,2013/2014,61,-48.59721,-27.597039,"Coordenador: Arlete Ema Simão Kasper<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Irmã Bonavita, 286.<br>T: (48) 3248-1621 / 3248-1740"
CS CAPOEIRAS,Continente,60,PRENATAL_TODOS_TRIM,2015/2016,68,-48.59721,-27.597039,"Coordenador: Arlete Ema Simão Kasper<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Irmã Bonavita, 286.<br>T: (48) 3248-1621 / 3248-1740"
CS CARIANOS,Sul,270,PRENATAL_TODOS_TRIM,2015/2016,50,-48.536299,-27.665946,"Coordenador: Caren Della Méa da Fonseca<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Ver. Osvaldo Bittercourt, s/n.<br>T: (48) 3338-1125 / 3236-1333"
CS CARIANOS,Sul,270,PRENATAL_TODOS_TRIM,2013/2014,48,-48.536299,-27.665946,"Coordenador: Caren Della Méa da Fonseca<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Ver. Osvaldo Bittercourt, s/n.<br>T: (48) 3338-1125 / 3236-1333"
CS CARIANOS,Sul,271,PRENATAL_TODOS_TRIM,2015/2016,64,-48.536299,-27.665946,"Coordenador: Caren Della Méa da Fonseca<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Ver. Osvaldo Bittercourt, s/n.<br>T: (48) 3338-1125 / 3236-1333"
CS CARIANOS,Sul,272,PRENATAL_TODOS_TRIM,2013/2014,75,-48.536299,-27.665946,"Coordenador: Caren Della Méa da Fonseca<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Ver. Osvaldo Bittercourt, s/n.<br>T: (48) 3338-1125 / 3236-1333"
CS CARIANOS,Sul,271,PRENATAL_TODOS_TRIM,2013/2014,38,-48.536299,-27.665946,"Coordenador: Caren Della Méa da Fonseca<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Ver. Osvaldo Bittercourt, s/n.<br>T: (48) 3338-1125 / 3236-1333"
CS CARIANOS,Sul,272,PRENATAL_TODOS_TRIM,2015/2016,50,-48.536299,-27.665946,"Coordenador: Caren Della Méa da Fonseca<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Ver. Osvaldo Bittercourt, s/n.<br>T: (48) 3338-1125 / 3236-1333"
CS CENTRO,Centro,951,PRENATAL_TODOS_TRIM,2013/2014,50,-48.557396,-27.59272,"Coordenador: Wilmar José Elias Júnior<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Rio Branco,90.<br>T: (48) 3952-0123 / 3952-0127 / 3952-0124"
CS CENTRO,Centro,951,PRENATAL_TODOS_TRIM,2015/2016,43,-48.557396,-27.59272,"Coordenador: Wilmar José Elias Júnior<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Rio Branco,90.<br>T: (48) 3952-0123 / 3952-0127 / 3952-0124"
CS CENTRO,Centro,952,PRENATAL_TODOS_TRIM,2015/2016,29,-48.557396,-27.59272,"Coordenador: Wilmar José Elias Júnior<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Rio Branco,90.<br>T: (48) 3952-0123 / 3952-0127 / 3952-0124"
CS CENTRO,Centro,952,PRENATAL_TODOS_TRIM,2013/2014,48,-48.557396,-27.59272,"Coordenador: Wilmar José Elias Júnior<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Rio Branco,90.<br>T: (48) 3952-0123 / 3952-0127 / 3952-0124"
CS CENTRO,Centro,950,PRENATAL_TODOS_TRIM,2015/2016,58,-48.557396,-27.59272,"Coordenador: Wilmar José Elias Júnior<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Rio Branco,90.<br>T: (48) 3952-0123 / 3952-0127 / 3952-0124"
CS CENTRO,Centro,950,PRENATAL_TODOS_TRIM,2013/2014,59,-48.557396,-27.59272,"Coordenador: Wilmar José Elias Júnior<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av. Rio Branco,90.<br>T: (48) 3952-0123 / 3952-0127 / 3952-0124"
CS COLONINHA,Continente,70,PRENATAL_TODOS_TRIM,2015/2016,55,-48.591735,-27.590368,"Coordenador: Kelly Maciel Silva<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Aracy Vaz Callado, 1830.<br>T: (48) 3244-2891 / 3244-4902"
CS COLONINHA,Continente,72,PRENATAL_TODOS_TRIM,2013/2014,46,-48.591735,-27.590368,"Coordenador: Kelly Maciel Silva<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Aracy Vaz Callado, 1830.<br>T: (48) 3244-2891 / 3244-4902"
CS COLONINHA,Continente,71,PRENATAL_TODOS_TRIM,2013/2014,35,-48.591735,-27.590368,"Coordenador: Kelly Maciel Silva<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Aracy Vaz Callado, 1830.<br>T: (48) 3244-2891 / 3244-4902"
CS COLONINHA,Continente,72,PRENATAL_TODOS_TRIM,2015/2016,61,-48.591735,-27.590368,"Coordenador: Kelly Maciel Silva<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Aracy Vaz Callado, 1830.<br>T: (48) 3244-2891 / 3244-4902"
CS COLONINHA,Continente,70,PRENATAL_TODOS_TRIM,2013/2014,41,-48.591735,-27.590368,"Coordenador: Kelly Maciel Silva<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Aracy Vaz Callado, 1830.<br>T: (48) 3244-2891 / 3244-4902"
CS COLONINHA,Continente,71,PRENATAL_TODOS_TRIM,2015/2016,33,-48.591735,-27.590368,"Coordenador: Kelly Maciel Silva<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Aracy Vaz Callado, 1830.<br>T: (48) 3244-2891 / 3244-4902"
CS COQUEIROS,Continente,600,PRENATAL_TODOS_TRIM,2013/2014,50,-48.575664,-27.602895,Coordenador: Pierre Guedes de Araújo<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097
CS COQUEIROS,Continente,600,PRENATAL_TODOS_TRIM,2015/2016,64,-48.575664,-27.602895,Coordenador: Pierre Guedes de Araújo<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097
CS COQUEIROS,Continente,602,PRENATAL_TODOS_TRIM,2013/2014,35,-48.575664,-27.602895,Coordenador: Pierre Guedes de Araújo<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097
CS COQUEIROS,Continente,602,PRENATAL_TODOS_TRIM,2015/2016,65,-48.575664,-27.602895,Coordenador: Pierre Guedes de Araújo<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097
CS COQUEIROS,Continente,601,PRENATAL_TODOS_TRIM,2015/2016,58,-48.575664,-27.602895,Coordenador: Pierre Guedes de Araújo<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097
CS COQUEIROS,Continente,601,PRENATAL_TODOS_TRIM,2013/2014,43,-48.575664,-27.602895,Coordenador: Pierre Guedes de Araújo<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097
CS CÓRREGO GRANDE,Centro,171,PRENATAL_TODOS_TRIM,2015/2016,64,-48.503625,-27.600936,"Coordenador: Michelle Franzoni Vieira Nascimento<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua João Pio Duarte da Silva, 1415. <br>T: (48) 3234-1328 / 3234-0291"
CS CÓRREGO GRANDE,Centro,171,PRENATAL_TODOS_TRIM,2013/2014,71,-48.503625,-27.600936,"Coordenador: Michelle Franzoni Vieira Nascimento<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua João Pio Duarte da Silva, 1415. <br>T: (48) 3234-1328 / 3234-0291"
CS CÓRREGO GRANDE,Centro,170,PRENATAL_TODOS_TRIM,2015/2016,73,-48.503625,-27.600936,"Coordenador: Michelle Franzoni Vieira Nascimento<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua João Pio Duarte da Silva, 1415. <br>T: (48) 3234-1328 / 3234-0291"
CS CÓRREGO GRANDE,Centro,172,PRENATAL_TODOS_TRIM,2015/2016,82,-48.503625,-27.600936,"Coordenador: Michelle Franzoni Vieira Nascimento<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua João Pio Duarte da Silva, 1415. <br>T: (48) 3234-1328 / 3234-0291"
CS CÓRREGO GRANDE,Centro,170,PRENATAL_TODOS_TRIM,2013/2014,65,-48.503625,-27.600936,"Coordenador: Michelle Franzoni Vieira Nascimento<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua João Pio Duarte da Silva, 1415. <br>T: (48) 3234-1328 / 3234-0291"
CS CÓRREGO GRANDE,Centro,172,PRENATAL_TODOS_TRIM,2013/2014,60,-48.503625,-27.600936,"Coordenador: Michelle Franzoni Vieira Nascimento<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua João Pio Duarte da Silva, 1415. <br>T: (48) 3234-1328 / 3234-0291"
CS COSTA DA LAGOA,Sul,460,PRENATAL_TODOS_TRIM,2015/2016,75,-48.461259,-27.542678,"Coordenador: Elisabeth Becker<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Estrada Geral Costa da Lagoa, Ponto 16.<br>T: (48) 3335-3119 / 3335-3048"
CS COSTA DA LAGOA,Sul,460,PRENATAL_TODOS_TRIM,2013/2014,86,-48.461259,-27.542678,"Coordenador: Elisabeth Becker<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Estrada Geral Costa da Lagoa, Ponto 16.<br>T: (48) 3335-3119 / 3335-3048"
CS COSTEIRA DO PIRAJUBAÉ,Sul,302,PRENATAL_TODOS_TRIM,2015/2016,61,-48.522723,-27.633588,"Coordenador: Ivana Leandro de Medeiros Zóccoli <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Câncio Jacques, 1.461.<br>T: (48) 3226-3333 / 3226-0933"
CS COSTEIRA DO PIRAJUBAÉ,Sul,301,PRENATAL_TODOS_TRIM,2013/2014,63,-48.522723,-27.633588,"Coordenador: Ivana Leandro de Medeiros Zóccoli <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Câncio Jacques, 1.461.<br>T: (48) 3226-3333 / 3226-0933"
CS COSTEIRA DO PIRAJUBAÉ,Sul,302,PRENATAL_TODOS_TRIM,2013/2014,50,-48.522723,-27.633588,"Coordenador: Ivana Leandro de Medeiros Zóccoli <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Câncio Jacques, 1.461.<br>T: (48) 3226-3333 / 3226-0933"
