UNIDADE,DISTRITO,AREA,INDICADOR,BIENIO,VALOR,X,Y,DESCRICAO
CS AGRONÔMICA,Centro,691,PACIENT_DIF,2013/2014,2254,-48.537053,-27.574558,"CS AGRONÔMICA - Coordenador: Vanessa Andrade. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Rui Barbosa, s/n. . T: (48) 3228-1310 / 3228-1809<br>"
CS AGRONÔMICA,Centro,691,PACIENT_DIF,2015/2016,2247,-48.537053,-27.574558,"CS AGRONÔMICA - Coordenador: Vanessa Andrade. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Rui Barbosa, s/n. . T: (48) 3228-1310 / 3228-1809<br>"
CS AGRONÔMICA,Centro,693,PACIENT_DIF,2015/2016,2154,-48.537053,-27.574558,"CS AGRONÔMICA - Coordenador: Vanessa Andrade. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Rui Barbosa, s/n. . T: (48) 3228-1310 / 3228-1809<br>"
CS AGRONÔMICA,Centro,692,PACIENT_DIF,2013/2014,1942,-48.537053,-27.574558,"CS AGRONÔMICA - Coordenador: Vanessa Andrade. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Rui Barbosa, s/n. . T: (48) 3228-1310 / 3228-1809<br>"
CS ALTO RIBEIRÃO,Sul,210,PACIENT_DIF,2013/2014,4324,-48.533872,-27.703927,"CS ALTO RIBEIRÃO - Coordenador: Laércio Gnecco. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R:Severiano Firmino Martins, 69.. T: (48) 3269-9917 / 3233-3989<br>"
CS ALTO RIBEIRÃO,Sul,210,PACIENT_DIF,2015/2016,4382,-48.533872,-27.703927,"CS ALTO RIBEIRÃO - Coordenador: Laércio Gnecco. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R:Severiano Firmino Martins, 69.. T: (48) 3269-9917 / 3233-3989<br>"
CS ARMAÇÃO,Sul,240,PACIENT_DIF,2013/2014,2349,-48.510121,-27.752719,"CS ARMAÇÃO - Coordenador: Laura Denize Reboa Castillo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. SC-406, 6.074.. T: (48) 3389-5014 / 3389-5120<br>"
CS ARMAÇÃO,Sul,242,PACIENT_DIF,2013/2014,423,-48.510121,-27.752719,"CS ARMAÇÃO - Coordenador: Laura Denize Reboa Castillo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. SC-406, 6.074.. T: (48) 3389-5014 / 3389-5120<br>"
CS ARMAÇÃO,Sul,242,PACIENT_DIF,2015/2016,454,-48.510121,-27.752719,"CS ARMAÇÃO - Coordenador: Laura Denize Reboa Castillo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. SC-406, 6.074.. T: (48) 3389-5014 / 3389-5120<br>"
CS ARMAÇÃO,Sul,241,PACIENT_DIF,2015/2016,1896,-48.510121,-27.752719,"CS ARMAÇÃO - Coordenador: Laura Denize Reboa Castillo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. SC-406, 6.074.. T: (48) 3389-5014 / 3389-5120<br>"
CS ARMAÇÃO,Sul,241,PACIENT_DIF,2013/2014,1753,-48.510121,-27.752719,"CS ARMAÇÃO - Coordenador: Laura Denize Reboa Castillo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. SC-406, 6.074.. T: (48) 3389-5014 / 3389-5120<br>"
CS ARMAÇÃO,Sul,240,PACIENT_DIF,2015/2016,2654,-48.510121,-27.752719,"CS ARMAÇÃO - Coordenador: Laura Denize Reboa Castillo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. SC-406, 6.074.. T: (48) 3389-5014 / 3389-5120<br>"
CS BALNEÁRIO,Continente,21,PACIENT_DIF,2015/2016,1406,-48.583331,-27.579612,"CS BALNEÁRIO - Coordenador: Júlio Cesar de Almeida Fogliato. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Santa Catarina, 1.570. . T: (48) 3248-1620 / 3244-4904<br>"
CS BALNEÁRIO,Continente,20,PACIENT_DIF,2013/2014,1314,-48.583331,-27.579612,"CS BALNEÁRIO - Coordenador: Júlio Cesar de Almeida Fogliato. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Santa Catarina, 1.570. . T: (48) 3248-1620 / 3244-4904<br>"
CS BALNEÁRIO,Continente,20,PACIENT_DIF,2015/2016,1484,-48.583331,-27.579612,"CS BALNEÁRIO - Coordenador: Júlio Cesar de Almeida Fogliato. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Santa Catarina, 1.570. . T: (48) 3248-1620 / 3244-4904<br>"
CS BALNEÁRIO,Continente,21,PACIENT_DIF,2013/2014,1377,-48.583331,-27.579612,"CS BALNEÁRIO - Coordenador: Júlio Cesar de Almeida Fogliato. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Santa Catarina, 1.570. . T: (48) 3248-1620 / 3244-4904<br>"
CS BARRA DA LAGOA,Norte,441,PACIENT_DIF,2015/2016,2616,-48.433335,-27.578852,"CS BARRA DA LAGOA - Coordenador: Elizabete Amódio Estorílio. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Altamiro Barcelos Dutra, 659.. T: (48) 3232-3302 / 3226-7281<br>"
CS BARRA DA LAGOA,Norte,442,PACIENT_DIF,2015/2016,716,-48.433335,-27.578852,"CS BARRA DA LAGOA - Coordenador: Elizabete Amódio Estorílio. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Altamiro Barcelos Dutra, 659.. T: (48) 3232-3302 / 3226-7281<br>"
CS BARRA DA LAGOA,Norte,440,PACIENT_DIF,2013/2014,2219,-48.433335,-27.578852,"CS BARRA DA LAGOA - Coordenador: Elizabete Amódio Estorílio. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Altamiro Barcelos Dutra, 659.. T: (48) 3232-3302 / 3226-7281<br>"
CS BARRA DA LAGOA,Norte,442,PACIENT_DIF,2013/2014,686,-48.433335,-27.578852,"CS BARRA DA LAGOA - Coordenador: Elizabete Amódio Estorílio. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Altamiro Barcelos Dutra, 659.. T: (48) 3232-3302 / 3226-7281<br>"
CS BARRA DA LAGOA,Norte,441,PACIENT_DIF,2013/2014,2417,-48.433335,-27.578852,"CS BARRA DA LAGOA - Coordenador: Elizabete Amódio Estorílio. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Altamiro Barcelos Dutra, 659.. T: (48) 3232-3302 / 3226-7281<br>"
CS BARRA DA LAGOA,Norte,440,PACIENT_DIF,2015/2016,2487,-48.433335,-27.578852,"CS BARRA DA LAGOA - Coordenador: Elizabete Amódio Estorílio. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Altamiro Barcelos Dutra, 659.. T: (48) 3232-3302 / 3226-7281<br>"
CS CAMPECHE,Sul,281,PACIENT_DIF,2015/2016,3341,-48.493652,-27.68121,"CS CAMPECHE - Coordenador: Nilza Alves Bernardes . Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Pequeno Príncipe, 1714.. T: (48) 3237-4524/ 3237-4074<br>"
CS CAMPECHE,Sul,280,PACIENT_DIF,2015/2016,4472,-48.493652,-27.68121,"CS CAMPECHE - Coordenador: Nilza Alves Bernardes . Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Pequeno Príncipe, 1714.. T: (48) 3237-4524/ 3237-4074<br>"
CS CAMPECHE,Sul,281,PACIENT_DIF,2013/2014,2792,-48.493652,-27.68121,"CS CAMPECHE - Coordenador: Nilza Alves Bernardes . Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Pequeno Príncipe, 1714.. T: (48) 3237-4524/ 3237-4074<br>"
CS CAMPECHE,Sul,280,PACIENT_DIF,2013/2014,4347,-48.493652,-27.68121,"CS CAMPECHE - Coordenador: Nilza Alves Bernardes . Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Pequeno Príncipe, 1714.. T: (48) 3237-4524/ 3237-4074<br>"
CS CANASVIEIRAS,Norte,384,PACIENT_DIF,2015/2016,2825,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,384,PACIENT_DIF,2013/2014,2592,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,380,PACIENT_DIF,2013/2014,3390,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,380,PACIENT_DIF,2015/2016,3621,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,383,PACIENT_DIF,2013/2014,2126,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,383,PACIENT_DIF,2015/2016,2278,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,382,PACIENT_DIF,2013/2014,2326,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,382,PACIENT_DIF,2015/2016,2588,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,381,PACIENT_DIF,2013/2014,3518,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANASVIEIRAS,Norte,381,PACIENT_DIF,2015/2016,3745,-48.456506,-27.451944,"CS CANASVIEIRAS - Coordenador: Bruno de Lima Bertuol. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rod. Francisco Faustino Martins, confluências SC 401 e SC 403.. T: (48) 3269-6902 / 3284-3051<br>"
CS CANTO DA LAGOA,Sul,450,PACIENT_DIF,2015/2016,2163,-48.484203,-27.616076,"CS CANTO DA LAGOA - Coordenador: Luis Hass de Souza Neto. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rua Laurindo Januário da Silveira, 2507.. T: (48) 3232-6121<br>"
CS CANTO DA LAGOA,Sul,450,PACIENT_DIF,2013/2014,1992,-48.484203,-27.616076,"CS CANTO DA LAGOA - Coordenador: Luis Hass de Souza Neto. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rua Laurindo Januário da Silveira, 2507.. T: (48) 3232-6121<br>"
CS CAPOEIRAS,Continente,62,PACIENT_DIF,2013/2014,1252,-48.59721,-27.597039,"CS CAPOEIRAS - Coordenador: Arlete Ema Simão Kasper. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Irmã Bonavita, 286.. T: (48) 3248-1621 / 3248-1740<br>"
CS CAPOEIRAS,Continente,61,PACIENT_DIF,2013/2014,1327,-48.59721,-27.597039,"CS CAPOEIRAS - Coordenador: Arlete Ema Simão Kasper. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Irmã Bonavita, 286.. T: (48) 3248-1621 / 3248-1740<br>"
CS CAPOEIRAS,Continente,62,PACIENT_DIF,2015/2016,1557,-48.59721,-27.597039,"CS CAPOEIRAS - Coordenador: Arlete Ema Simão Kasper. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Irmã Bonavita, 286.. T: (48) 3248-1621 / 3248-1740<br>"
CS CAPOEIRAS,Continente,61,PACIENT_DIF,2015/2016,1436,-48.59721,-27.597039,"CS CAPOEIRAS - Coordenador: Arlete Ema Simão Kasper. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Irmã Bonavita, 286.. T: (48) 3248-1621 / 3248-1740<br>"
CS CAPOEIRAS,Continente,60,PACIENT_DIF,2013/2014,1707,-48.59721,-27.597039,"CS CAPOEIRAS - Coordenador: Arlete Ema Simão Kasper. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Irmã Bonavita, 286.. T: (48) 3248-1621 / 3248-1740<br>"
CS CAPOEIRAS,Continente,60,PACIENT_DIF,2015/2016,1926,-48.59721,-27.597039,"CS CAPOEIRAS - Coordenador: Arlete Ema Simão Kasper. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Irmã Bonavita, 286.. T: (48) 3248-1621 / 3248-1740<br>"
CS CARIANOS,Sul,270,PACIENT_DIF,2015/2016,2488,-48.536299,-27.665946,"CS CARIANOS - Coordenador: Caren Della Méa da Fonseca. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Ver. Osvaldo Bittercourt, s/n.. T: (48) 3338-1125 / 3236-1333<br>"
CS CARIANOS,Sul,270,PACIENT_DIF,2013/2014,2397,-48.536299,-27.665946,"CS CARIANOS - Coordenador: Caren Della Méa da Fonseca. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Ver. Osvaldo Bittercourt, s/n.. T: (48) 3338-1125 / 3236-1333<br>"
CS CARIANOS,Sul,271,PACIENT_DIF,2015/2016,2854,-48.536299,-27.665946,"CS CARIANOS - Coordenador: Caren Della Méa da Fonseca. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Ver. Osvaldo Bittercourt, s/n.. T: (48) 3338-1125 / 3236-1333<br>"
CS CARIANOS,Sul,272,PACIENT_DIF,2013/2014,353,-48.536299,-27.665946,"CS CARIANOS - Coordenador: Caren Della Méa da Fonseca. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Ver. Osvaldo Bittercourt, s/n.. T: (48) 3338-1125 / 3236-1333<br>"
CS CARIANOS,Sul,271,PACIENT_DIF,2013/2014,2769,-48.536299,-27.665946,"CS CARIANOS - Coordenador: Caren Della Méa da Fonseca. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Ver. Osvaldo Bittercourt, s/n.. T: (48) 3338-1125 / 3236-1333<br>"
CS CARIANOS,Sul,272,PACIENT_DIF,2015/2016,330,-48.536299,-27.665946,"CS CARIANOS - Coordenador: Caren Della Méa da Fonseca. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Ver. Osvaldo Bittercourt, s/n.. T: (48) 3338-1125 / 3236-1333<br>"
CS CENTRO,Centro,951,PACIENT_DIF,2013/2014,1637,-48.557396,-27.59272,"CS CENTRO - Coordenador: Wilmar José Elias Júnior. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Rio Branco,90.. T: (48) 3952-0123 / 3952-0127 / 3952-0124<br>"
CS CENTRO,Centro,951,PACIENT_DIF,2015/2016,1535,-48.557396,-27.59272,"CS CENTRO - Coordenador: Wilmar José Elias Júnior. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Rio Branco,90.. T: (48) 3952-0123 / 3952-0127 / 3952-0124<br>"
CS CENTRO,Centro,952,PACIENT_DIF,2015/2016,2154,-48.557396,-27.59272,"CS CENTRO - Coordenador: Wilmar José Elias Júnior. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Rio Branco,90.. T: (48) 3952-0123 / 3952-0127 / 3952-0124<br>"
CS CENTRO,Centro,952,PACIENT_DIF,2013/2014,2253,-48.557396,-27.59272,"CS CENTRO - Coordenador: Wilmar José Elias Júnior. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Rio Branco,90.. T: (48) 3952-0123 / 3952-0127 / 3952-0124<br>"
CS CENTRO,Centro,950,PACIENT_DIF,2015/2016,3384,-48.557396,-27.59272,"CS CENTRO - Coordenador: Wilmar José Elias Júnior. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Rio Branco,90.. T: (48) 3952-0123 / 3952-0127 / 3952-0124<br>"
CS CENTRO,Centro,950,PACIENT_DIF,2013/2014,3226,-48.557396,-27.59272,"CS CENTRO - Coordenador: Wilmar José Elias Júnior. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av. Rio Branco,90.. T: (48) 3952-0123 / 3952-0127 / 3952-0124<br>"
CS COLONINHA,Continente,70,PACIENT_DIF,2015/2016,1712,-48.591735,-27.590368,"CS COLONINHA - Coordenador: Kelly Maciel Silva. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Aracy Vaz Callado, 1830.. T: (48) 3244-2891 / 3244-4902<br>"
CS COLONINHA,Continente,72,PACIENT_DIF,2013/2014,1765,-48.591735,-27.590368,"CS COLONINHA - Coordenador: Kelly Maciel Silva. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Aracy Vaz Callado, 1830.. T: (48) 3244-2891 / 3244-4902<br>"
CS COLONINHA,Continente,71,PACIENT_DIF,2013/2014,1615,-48.591735,-27.590368,"CS COLONINHA - Coordenador: Kelly Maciel Silva. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Aracy Vaz Callado, 1830.. T: (48) 3244-2891 / 3244-4902<br>"
CS COLONINHA,Continente,72,PACIENT_DIF,2015/2016,1641,-48.591735,-27.590368,"CS COLONINHA - Coordenador: Kelly Maciel Silva. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Aracy Vaz Callado, 1830.. T: (48) 3244-2891 / 3244-4902<br>"
CS COLONINHA,Continente,70,PACIENT_DIF,2013/2014,1867,-48.591735,-27.590368,"CS COLONINHA - Coordenador: Kelly Maciel Silva. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Aracy Vaz Callado, 1830.. T: (48) 3244-2891 / 3244-4902<br>"
CS COLONINHA,Continente,71,PACIENT_DIF,2015/2016,1618,-48.591735,-27.590368,"CS COLONINHA - Coordenador: Kelly Maciel Silva. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. Aracy Vaz Callado, 1830.. T: (48) 3244-2891 / 3244-4902<br>"
CS COQUEIROS,Continente,600,PACIENT_DIF,2013/2014,1471,-48.575664,-27.602895,CS COQUEIROS - Coordenador: Pierre Guedes de Araújo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097<br>
CS COQUEIROS,Continente,600,PACIENT_DIF,2015/2016,1535,-48.575664,-27.602895,CS COQUEIROS - Coordenador: Pierre Guedes de Araújo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097<br>
CS COQUEIROS,Continente,602,PACIENT_DIF,2013/2014,1985,-48.575664,-27.602895,CS COQUEIROS - Coordenador: Pierre Guedes de Araújo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097<br>
CS COQUEIROS,Continente,602,PACIENT_DIF,2015/2016,2016,-48.575664,-27.602895,CS COQUEIROS - Coordenador: Pierre Guedes de Araújo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097<br>
CS COQUEIROS,Continente,601,PACIENT_DIF,2015/2016,1880,-48.575664,-27.602895,CS COQUEIROS - Coordenador: Pierre Guedes de Araújo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097<br>
CS COQUEIROS,Continente,601,PACIENT_DIF,2013/2014,1847,-48.575664,-27.602895,CS COQUEIROS - Coordenador: Pierre Guedes de Araújo. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Av: Engenheiro Max de Souza s/n.  T: (48) 3248-0451 / 3241-6097<br>
CS CÓRREGO GRANDE,Centro,171,PACIENT_DIF,2015/2016,1554,-48.503625,-27.600936,"CS CÓRREGO GRANDE - Coordenador: Michelle Franzoni Vieira Nascimento. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rua João Pio Duarte da Silva, 1415. . T: (48) 3234-1328 / 3234-0291<br>"
CS CÓRREGO GRANDE,Centro,171,PACIENT_DIF,2013/2014,1498,-48.503625,-27.600936,"CS CÓRREGO GRANDE - Coordenador: Michelle Franzoni Vieira Nascimento. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rua João Pio Duarte da Silva, 1415. . T: (48) 3234-1328 / 3234-0291<br>"
CS CÓRREGO GRANDE,Centro,170,PACIENT_DIF,2015/2016,2110,-48.503625,-27.600936,"CS CÓRREGO GRANDE - Coordenador: Michelle Franzoni Vieira Nascimento. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rua João Pio Duarte da Silva, 1415. . T: (48) 3234-1328 / 3234-0291<br>"
CS CÓRREGO GRANDE,Centro,172,PACIENT_DIF,2015/2016,677,-48.503625,-27.600936,"CS CÓRREGO GRANDE - Coordenador: Michelle Franzoni Vieira Nascimento. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rua João Pio Duarte da Silva, 1415. . T: (48) 3234-1328 / 3234-0291<br>"
CS CÓRREGO GRANDE,Centro,170,PACIENT_DIF,2013/2014,2307,-48.503625,-27.600936,"CS CÓRREGO GRANDE - Coordenador: Michelle Franzoni Vieira Nascimento. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rua João Pio Duarte da Silva, 1415. . T: (48) 3234-1328 / 3234-0291<br>"
CS CÓRREGO GRANDE,Centro,172,PACIENT_DIF,2013/2014,647,-48.503625,-27.600936,"CS CÓRREGO GRANDE - Coordenador: Michelle Franzoni Vieira Nascimento. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Rua João Pio Duarte da Silva, 1415. . T: (48) 3234-1328 / 3234-0291<br>"
CS COSTA DA LAGOA,Sul,460,PACIENT_DIF,2015/2016,801,-48.461259,-27.542678,"CS COSTA DA LAGOA - Coordenador: Elisabeth Becker. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Estrada Geral Costa da Lagoa, Ponto 16.. T: (48) 3335-3119 / 3335-3048<br>"
CS COSTA DA LAGOA,Sul,460,PACIENT_DIF,2013/2014,798,-48.461259,-27.542678,"CS COSTA DA LAGOA - Coordenador: Elisabeth Becker. Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: Estrada Geral Costa da Lagoa, Ponto 16.. T: (48) 3335-3119 / 3335-3048<br>"
CS COSTEIRA DO PIRAJUBAÉ,Sul,302,PACIENT_DIF,2015/2016,2733,-48.522723,-27.633588,"CS COSTEIRA DO PIRAJUBAÉ - Coordenador: Ivana Leandro de Medeiros Zóccoli . Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. João Câncio Jacques, 1.461.. T: (48) 3226-3333 / 3226-0933<br>"
CS COSTEIRA DO PIRAJUBAÉ,Sul,301,PACIENT_DIF,2013/2014,2770,-48.522723,-27.633588,"CS COSTEIRA DO PIRAJUBAÉ - Coordenador: Ivana Leandro de Medeiros Zóccoli . Horários: 08:00 - 12:00 / 13:00 - 17:00. Endereço: R. João Câncio Jacques, 1.461.. T: (48) 3226-3333 / 3226-0933<br>"
